Frame,Object_ID,YOLO_Label,Best_Match,Score
keyframe_65.jpg,6,chair,A chair,0.2718
keyframe_65.jpg,7,chair,A chair,0.4508
keyframe_65.jpg,8,person,A book,0.5922
keyframe_65.jpg,9,person,A book,0.2684
keyframe_65.jpg,10,chair,A chair,0.3019
keyframe_66.jpg,1,chair,A chair,0.9057
keyframe_66.jpg,2,person,A Saree,0.4524
keyframe_66.jpg,3,chair,A watch,0.4174
keyframe_66.jpg,4,person,pants,0.3668
keyframe_66.jpg,5,chair,A spoon,0.3243
keyframe_66.jpg,6,person,A Saree,0.7729
keyframe_66.jpg,7,chair,A chair,0.2424
keyframe_66.jpg,8,person,A book,0.6309
keyframe_66.jpg,9,person,A Necklace,0.3076
keyframe_66.jpg,10,person,A book,0.5783
keyframe_67.jpg,1,person,A woman wearing a saree,0.4478
keyframe_68.jpg,1,person,A Kurta,0.6712
keyframe_69.jpg,1,person,A Kurta,0.4758
keyframe_7.jpg,1,person,A Kurta,0.8732
keyframe_70.jpg,1,person,A Saree,0.6038
keyframe_70.jpg,2,person,A watch,0.4006
keyframe_71.jpg,1,chair,A chair,0.8444
keyframe_71.jpg,2,person,A Saree,0.6388
keyframe_71.jpg,3,person,A Saree,0.6606
keyframe_71.jpg,4,chair,A chair,0.2436
keyframe_71.jpg,5,chair,A watch,0.3915
keyframe_71.jpg,6,person,A book,0.3243
keyframe_71.jpg,7,chair,A chair,0.3099
keyframe_71.jpg,8,person,A watch,0.3366
keyframe_72.jpg,1,person,A book,0.2292
keyframe_73.jpg,1,chair,A chair,0.7889
keyframe_73.jpg,2,person,A Saree,0.7574
keyframe_73.jpg,3,person,A book,0.5601
keyframe_73.jpg,4,person,A Saree,0.5123
keyframe_73.jpg,5,chair,A spoon,0.2164
keyframe_73.jpg,6,person,A book,0.6006
keyframe_73.jpg,7,chair,A watch,0.4345
keyframe_73.jpg,8,chair,A book,0.2919
keyframe_74.jpg,1,person,A Saree,0.366
keyframe_75.jpg,1,person,A Saree,0.3935
keyframe_76.jpg,1,person,A Saree,0.264
keyframe_77.jpg,1,person,A woman wearing a saree,0.4283
keyframe_78.jpg,1,person,A Necklace,0.216
keyframe_78.jpg,2,book,A plant,0.2523
keyframe_79.jpg,1,person,A woman wearing a saree,0.4175
keyframe_8.jpg,1,person,A woman wearing a saree,0.4399
keyframe_80.jpg,1,person,A Necklace,0.2179
keyframe_81.jpg,1,person,A Saree,0.3561
keyframe_82.jpg,1,person,A Necklace,0.2143
keyframe_83.jpg,1,person,A Saree,0.4701
keyframe_84.jpg,1,person,A Saree,0.2971
keyframe_85.jpg,1,person,A Saree,0.3463
keyframe_86.jpg,1,person,A Saree,0.2453
keyframe_86.jpg,2,book,A book,0.3172
keyframe_87.jpg,1,person,A woman wearing a saree,0.3526
keyframe_88.jpg,1,person,A Saree,0.3245
keyframe_89.jpg,1,person,A chair,0.2165
keyframe_89.jpg,2,person,A Saree,0.7153
keyframe_89.jpg,3,person,A Saree,0.7719
keyframe_89.jpg,4,clock,A ring,0.7096
keyframe_89.jpg,5,person,A Saree,0.8364
keyframe_9.jpg,1,person,A Kurta,0.9022
keyframe_90.jpg,1,person,A watch,0.4407
keyframe_90.jpg,2,person,A ring,0.3967
keyframe_91.jpg,1,person,A Saree,0.3977
keyframe_92.jpg,1,person,A Saree,0.437
keyframe_93.jpg,1,person,A woman wearing a saree,0.407
keyframe_94.jpg,1,person,A woman wearing a saree,0.6319
keyframe_95.jpg,1,person,A woman wearing a saree,0.5224
keyframe_96.jpg,1,person,A watch,0.8475
keyframe_96.jpg,2,person,A Saree,0.82
keyframe_96.jpg,3,potted plant,A plant,0.4562
keyframe_97.jpg,1,person,A Saree,0.5965
keyframe_98.jpg,1,couch,A bed,0.561
keyframe_98.jpg,2,person,A Saree,0.3423
keyframe_98.jpg,3,person,A book,0.9447
keyframe_98.jpg,4,chair,A bed,0.2851
keyframe_99.jpg,1,person,A Kurta,0.7755
keyframe_99.jpg,2,book,A book,0.5913
keyframe_99.jpg,3,book,A book,0.9909
keyframe_99.jpg,4,book,A book,0.9303
